課程名稱,授課教師,學期,A+,A,A以下,A-以上,A-,A-以下,B+以上,B+,B+以下,B以上,B,B以下,B-以上,B-,B-以下,C+以上,C+,C+以下,C以上,C,C以下,C-以上,C-,F
全球通識講座-認識全球,馮燕,111-1,80,,,,,,,,,,,,,,,,,,,,,,,
全球通識講座-認識全球,徐斯勤,111-1,80,,,,,,,,,,,,,,,,,,,,,,,
公司治理與財務報表,傅文芳,111-1,16.06,56.93,,,,,,,,,,,,,,,,,,,,,,
公民記者初階與實務,林郁君,111-1,,,,,,,,,,,,,,100,,,,,,,,,,
公部門人力資源管理,洪美仁,111-1,,,,,,,,,,,,,,2.13,,,,,,,,,,
典藏自然：自然史博物館巡禮,胡哲明,111-1,,,,,61.54,,,,,,,,,,,,,,,,,,,
分子生物學,靳宗洛,111-1,,,,,,,,,,,4.08,,,,,,,,,,,,,
分析化學實驗,徐丞志,111-1,,,,,,,,,,,,,,,,,5.77,,,,,,,
分析導論一,夏俊雄,111-1,20,,,,,,,,,,,,,,,,,,,,,,,
分析導論一,夏俊雄,111-1,,,,,,,,,,,18,,,,,,,,,,,,,
分析導論一,夏俊雄,111-1,,,,,,,,,,,,,,,,,,,,24,,,,
刑事訴訟法,蘇凱平,111-1,12.21,,,,,,,,,,,,,,,,,,,,,,,
刑法分則,許恒達,111-1,,,,,49.33,,,,,,,,,,,,,,,,,,,
刑法爭議問題專題討論,許恒達,111-1,21.59,,,,,,,,,,,,,,,,,,,,,,,
刑法爭議問題專題討論,許恒達,111-1,21.59,22.73,,,,,,,,,,,,,,,,,,,,,,
刑法總則一,謝煜偉,111-1,9.43,15.09,,,,,,,,,,,,,,,,,,,,,,
刑法總則一,周漾沂,111-1,18.46,30.77,,,,,,,,,,,,,,,,,,,,,,
前瞻資訊科技一,陳祝嵩,111-1,63.51,,,,,,,,,,,,,,,,,,,,,,,
動物營養學實習,王翰聰,111-1,,,,,21.21,,,,,,,,,,,,,,,,,,,
動物生理學,閔明源,111-1,,,,,,,,,,,,,,,,,,,,,,,,29.41
化學工程概論,徐振哲,111-1,,33.33,,,,,,,,,,,,,,,,,,,,,,
化石,林日白,111-1,10,40,,,,,,,,,,,,,,,,,,,,,,
化石實習,林日白,111-1,25,,,,,,,,,,,,,,,,,,,,,,,
區塊鏈與數據分析,廖世偉,111-1,86.89,,,,,,,,,,,,,,,,,,,,,,,
協調溝通與衝突管理,徐顯國,111-1,32,,,,,,,,,,,,,,,,,,,,,,,
印尼文一上,王麗蘭,111-1,,38.46,,,,,,,,,,,,,,,,,,,,,,
即時系統,郭大維,111-1,54.17,,,,,,,,,,,,,,,,,,,,,,,
原型實踐A,陳彥向,111-1,75,,,,,,,,,,,,,,,,,,,,,,,
參考資源,張郁蔚,111-1,,,,,43.06,,,,,,,,,,,,,,,,,,,
古代基督教歷史與文化,鄭仰恩,111-1,,,,,24.69,,,,,,,,,,,,,,,,,,,
台灣南島民族誌,王梅霞,111-1,12.82,,,,,,,,,,,,,,,,,,,,,,,
哲學與精神分析,羅名珍,111-1,,,,,,,,,,,17.86,,,,,,,,,,,,,
哲學與精神分析,羅名珍,111-1,10.71,28.57,,,,,,,,,,,,,,,,,,,,,,
商事法總論及公司法,邵慶平,111-1,15.62,,,,,,,,,,,,,,,,,,,,,,,
商業應用軟體,王春笙,111-1,86.44,,,,,,,,,,,,,,,,,,,,,,,
固態物理導論,謝馬利歐,111-1,17.86,39.29,,,,,,,,,,,,,,,,,,,,,,
國學導讀上,彭美玲,111-1,8.82,,,,,,,,,,,,,,,,,,,,,,,
國會與憲政民主,劉有恒,111-1,50,,,,,,,,,,,,,,,,,,,,,,,
國民法官必備之基礎鑑識科學,翁德怡,111-1,76.47,,,,,,,,,,,,,,,,,,,,,,,
國際公法,黃昭元,111-1,7.69,14.29,,,,,,,,,,,,,,,,,,,,,,
國際公法一,蔡季廷,111-1,,,,,,,,,,,,,,,,,,,,6.02,,,,
國際學伴之服務學習,吳俊輝,111-1,31.03,,,,,,,,,,,,,,,,,,,,,,,
國際政治經濟學,左正東,111-1,91.84,,,,,,,,,,,,,,,,,,,,,,,
國際關係一,張登及,111-1,,,,,38.89,,,,,,,,,,,,,,,,,,,
國際關係一,郭銘傑,111-1,36.12,25.86,,,,,,,,,,,,,,,,,,,,,,
國際關係一,廖小娟,111-1,17.72,31.65,,,,,,,,,,,,,,,,,,,,,,
國際關係一,郭銘傑,111-1,36.12,,,,,,,,,,,,,,,,,,,,,,,
國際關係概論,唐豪駿,111-1,11.48,34.43,,,,,,,,,,,,,,,,,,,,,,
圖書館學導論,羅思嘉,111-1,,,,,,,,,,,34.33,,,,,,,,,,,,,
圖書館統計學,林維真,111-1,62,,,,,,,,,,,,,,,,,,,,,,,
土木工程概念設計,林偲妘,111-1,31.82,,,,,,,,,,,,,,,,,,,,,,,
土木工程概念設計,郭安妮,111-1,26.67,46.66,,,23.33,,,,,,,,,,,,,,,,,,,
壁球初級,林聯喜,111-1,55.56,25.93,,,,,,,,,,,,,,,,,,,,,,
大學國文：文化思想與寫作（一）,羅鈴沛,111-1,13.89,,,,,,,,,,,,,,,,,,,,,,,
大學國文：文化思想與寫作（一）,徐芳敏,111-1,,,,,25.71,,,,,,,,,,,,,,,,,,,
大學國文：文化思想與寫作（一）,梁偉賢,111-1,60,,,,,,,,,,,,,,,,,,,,,,,
大學國文：文化思想與寫作（一）,侯潔之,111-1,,,,,31.25,,,,,,,,,,,,,,,,,,,
大學國文：文化思想與寫作（一）,羅鈴沛,111-1,,,,,,,,5.56,,,,,,,,,,,,,,,,
大學國文：文學鑑賞與寫作(一),潘少瑜,111-1,,15.62,,,,,,,,,,,,,,,,,,,,,,
大學國文：文學鑑賞與寫作（一）,張宇衛,111-1,17.14,,,,,,,,,,,,,,,,,,,,,,,
大學國文：文學鑑賞與寫作（一）,曹淑娟,111-1,11.11,,,,,,,,,,,,,,,,,,,,,,,
大學國文：文學鑑賞與寫作（一）,陳雀倩,111-1,68.57,,,,,,,,,,,,,,,,,,,,,,,
大學國文：文學鑑賞與寫作（一）,吳旻旻,111-1,20,34.29,,,,,,,,,,,,,,,,,,,,,,
大學國文：文學鑑賞與寫作（一）,陳玉萍,111-1,13.89,30.56,,,,,,,,,,,,,,,,,,,,,,
大學國文：文學鑑賞與寫作（一）,葉常弘,111-1,11.11,33.33,,,,,,,,,,,,,,,,,,,,,,
大學國文：閱讀與寫作（一）,簡凱廷,111-1,75,,,,,,,,,,,,,,,,,,,,,,,
大學國文：閱讀與寫作（一）,林孜曄,111-1,32,,,,,,,,,,,,,,,,,,,,,,,
大氣測計學,林博雄,111-1,,,,,,,,,,,,,,,,,,,,4.26,,,,
大氣科學概論,吳俊傑,111-1,11.11,26.98,,,,,,,,,,,,,,,,,,,,,,
大氣程式實作,陳維婷,111-1,75,,,,,,,,,,,,,,,,,,,,,,,
大體解剖學實驗上,許書豪,111-1,17.65,,,,,,,,,,,,,,,,,,,,,,,
太極拳初級,游添燈,111-1,11.54,51.92,,,,,,,,,,,,,,,,,,,,,,
太極拳初級,施登堯,111-1,39.39,,,,,,,,,,,,,,,,,,,,,,,
宋詞之美,劉少雄,111-1,16.44,34.25,,,,,,,,,,,,,,,,,,,,,,
定向越野,莊珮琪,111-1,71.05,,,,,,,,,,,,,,,,,,,,,,,
定向越野,莊珮琪,111-1,85,,,,,,,,,,,,,,,,,,,,,,,
實分析一,陳俊全,111-1,42.22,,,,,,,,,,,,,,,,,,,,,,,
實用英文寫作,熊宜君,111-1,,,,,40.74,,,,,,,,,,,,,,,,,,,
專題研究上,張芳嘉,111-1,83.33,,,,,,,,,,,,,,,,,,,,,,,
工場實習,蔡曜陽,111-1,14.04,,,,,,,,,,,,,,,,,,,,,,,
工場實習,李典儒,111-1,28.33,68.33,,,,,,,,,,,,,,,,,,,,,,
工程及海工概論,丁肇隆,111-1,23.08,58.46,,,,,,,,,,,,,,,,,,,,,,
工程圖學,林宗岳,111-1,40,40,,,,,,,,,,,,,,,,,,,,,,
工程圖學,林宗岳,111-1,20,40,,,,,,,,,,,,,,,,,,,,,,
工程圖學,謝依芸,111-1,25,,,,,,,,,,,,,,,,,,,,,,,
工程數學-微分方程(一),丁建均,111-1,27.52,39.45,,,,,,,,,,,,,,,,,,,,,,
工程數學-微分方程(一),黃定洧,111-1,26.83,,,,,,,,,,,,,,,,,,,,,,,
工程數學-線性代數,李宏毅,111-1,15.48,,,,,,,,,,,,,,,,,,,,,,,
工程數學-線性代數,楊東霖,111-1,13.04,19.57,,,,,,,,,,,,,,,,,,,,,,
工程數學一,王昭男,111-1,28.85,,,,,,,,,,,,,,,,,,,,,,,
工程數學一,顏炳郎,111-1,57.38,42.62,,,,,,,,,,,,,,,,,,,,,,
工程數學上,黃信富,111-1,,,,,12.12,,,,,,,,,,,,,,,,,,,
工程數學上,蕭浩明,111-1,,,,,14.67,,,,,,,,,,,,,,,,,,,
工程材料,鄭憶中,111-1,,,,,,,,11.43,,,,,,,,,,,,,,,,
工程材料,陳志軒,111-1,13.46,,,,,,,,,,,,,,,,,,,,,,,
工程發展與社會變遷,楊申語,111-1,14.55,,,,,,,,,,,,,,,,,,,,,,,
工程發展與社會變遷,楊申語,111-1,,,,,24.55,,,,,,,,,,,,,,,,,,,
常微分方程導論,林太家,111-1,,5.66,,,,,,,,,,,,,,,,,,,,,,
彈性力學一,劉佩玲,111-1,,,,,41.67,,,,,,,,,,,,,,,,,,,
微積分1,蔡國榮,111-1,,,,,9.48,,,,,,,,,,,,,,,,,,,
微積分1,陳延安,111-1,6.59,,,,,,,,,,,,,,,,,,,,,,,
微積分1,吳侊儒,111-1,17.65,,,,,,,8.09,,,,,,,,,,,,,,,,
微積分1,蔡雅如,111-1,,,,,20,,,,,,,,,,,,,,,,,,,
微積分1,黃秀戀,111-1,36.43,,,,,,,,,,,,,,,,,,,,,,,
微積分1,蔡國榮,111-1,34.48,18.1,,,,,,,,,,,,,,,,,,,,,,
微積分1,傅斯緯,111-1,31.88,,,,,,,,,,,,,,,,,,,,,,,
微積分1,蔡雅如,111-1,45.25,,,,,,,,,,,,,,,,,,,,,,,
微積分1,蔡國榮,111-1,30.52,,,,,,,,,,,,,,,,,,,,,,,
微積分1,蔡雅如,111-1,25.16,,,,,,,,,,,,,,,,,,,,,,,
微積分1,蔡雅如,111-1,54.75,,,,,,,,,,,,,,,,,,,,,,,
微積分1,蔡國榮,111-1,43.57,,,,,,,,,,,,,,,,,,,,,,,
微積分1,傅斯緯,111-1,28.57,15.04,,,,,,,,,,,,,,,,,,,,,,
微積分2,蔡雅如,111-1,,,,,,,,6.09,,,,,,,,,,,,,,,,
微積分2,蔡國榮,111-1,,,,,,,,,,,,,,7.83,,,,,,,,,,
微積分2,陳延安,111-1,4.6,,,,,,,,,,,,,,,,,,,,,,,
微積分2,吳侊儒,111-1,26.32,,,,,,,,,,,,,,,,,,,,,,,
微積分2,黃秀戀,111-1,37.68,,,,,,,,,,,,,,,,,,,,,,,
微積分2,蔡國榮,111-1,24.35,10.43,,,,,,,,,,,,,,,,,,,,,,
微積分2,傅斯緯,111-1,32.31,,,,,,,,,,,,,,,,,,,,,,,
微積分2,蔡雅如,111-1,34.07,,,,,,,,,,,,,,,,,,,,,,,
微積分2,蔡國榮,111-1,43.14,,,,,,,,,,,,,,,,,,,,,,,
微積分2,蔡雅如,111-1,15.43,14.2,,,,,,,,,,,,,,,,,,,,,,
微積分2,蔡雅如,111-1,65.93,,,,,,,,,,,,,,,,,,,,,,,
微積分2,蔡國榮,111-1,24.35,,,,,,,,,,,,,,,,,,,,,,,
微積分2,蔡國榮,111-1,50.7,,,,,,,,,,,,,,,,,,,,,,,
微積分2,傅斯緯,111-1,44.72,,,,,,,,,,,,,,,,,,,,,,,
微積分2,傅斯緯,111-1,22.31,,,,,,,,,,,,,,,,,,,,,,,
微積分乙,張樹城,111-1,38.64,,,,,,,,,,,,,,,,,,,,,,,
微積分乙,張樹城,111-1,38.64,18.94,,,,,,,,,,,,,,,,,,,,,,
微積分乙上,翁秉仁,111-1,7.09,,,,,,,,,,,,,,,,,,,,,,,
德文三上,林倩君,111-1,24,20,,,,,,,,,,,,,,,,,,,,,,
心理及教育統計學上,姚開屏,111-1,,,,,,,,,,,12.94,,,,,,,,,,,,,
心理與神經資訊學,黃從仁,111-1,68.63,,,,,,,,,,,,,,,,,,,,,,,
性別面面觀,葉德蘭,111-1,30.61,25.51,,,,,,,,,,,,,,,,,,,,,,
意識哲學導論,陳樂知,111-1,33.33,29.17,,,,,,,,,,,,,,,,,,,,,,
愛情多樣性,許碩驛,111-1,61.54,23.08,,,,,,,,,,,,,,,,,,,,,,
憲法,蘇慧婕,111-1,14.6,18.98,,,,,,,,,,,,,,,,,,,,,,
憲法,張文貞,111-1,22.22,27.78,,,,,,,,,,,,,,,,,,,,,,
應用地球物理學,許鶴瀚,111-1,36.36,,,,,,,,,,,,,,,,,,,,,,,
應用數學一,吳光鐘,111-1,21.88,,,,,,,,,,,,,,,,,,,,,,,
應用數學一,梁禹喬,111-1,,,,,,,,,,,,,,,,,,,,,,,,8.57
應用物理專題討論一,張寶棣,111-1,0,70,,,,,,,,,,,,,,,,,,,,,,
應用生物統計學(乙),杜裕康,111-1,28.1,,,,,,,,,,,,,,,,,,,,,,,
戲曲後花園,鍾幸玲,111-1,82.29,,,,,,,,,,,,,,,,,,,,,,,
手球初級,許君恆,111-1,61.76,,,,,,,,,,,,,,,,,,,,,,,
投資學,王之彥,111-1,25,16.35,,,,,,,,,,,,,,,,,,,,,,
投資學,何耕宇,111-1,12.7,23.81,,,,,,,,,,,,,,,,,,,,,,
投資學,陳聖賢,111-1,,,,,,,,,,,,,,,,,2.94,,,,,,,
政治學一,黃凱苹,111-1,55.67,,,,,,,,,,,,,,,,,,,,,,,
政治學一,童涵浦,111-1,8.89,25.93,,,,,,,,,,,,,,,,,,,,,,
政治學方法論,張貴閔,111-1,17.46,50.79,,,,,,,,,,,,,,,,,,,,,,
政治學概論,王業立,111-1,25.58,,,,,,,,,,,,,,,,,,,,,,,
政治社會學,林國明,111-1,16.28,,,,,,,,,,,,,,,,,,,,,,,
數位、AI與量子運算架構,梁伯嵩,111-1,,,,,70,,,,,,,,,,,,,,,,,,,
數位聲音藝術與創作,林經堯,111-1,15,26,,,,,,,,,,,,,,,,,,,,,,
數位語音處理概論,李琳山,111-1,35.19,64.81,,,,,,,,,,,,,,,,,,,,,,
數值方法,戴璽恆,111-1,41.86,,,,,,,,,,,,,,,,,,,,,,,
數學之美,呂學一,111-1,32.17,,,,,,,,,,,,,,,,,,,,,,,
文化創意與品牌建立途徑與實務,陳郁秀,111-1,43.75,39.58,,,,,,,,,,,,,,,,,,,,,,
文化思想傳統對現代經濟與社會發展的影響,梁明義,111-1,38,,,,,,,,,,,,,,,,,,,,,,,
文化田野實習與方法上,張正衡,111-1,,,,,35,,,,,,,,,,,,,,,,,,,
文字學乙上,林宏佳,111-1,20,,,,,,,,,,,,,,,,,,,,,,,
文字探勘初論,陳建錦,111-1,,,,,27.27,,,,,,,,,,,,,,,,,,,
文字探勘初論,陳建錦,111-1,29.29,32.32,,,,,,,,,,,,,,,,,,,,,,
文學作品讀法上,李欣穎,111-1,14,,,,,,,,,,,,,,,,,,,,,,,
日文一上,劉伊涵,111-1,58.82,,,,,,,,,,,,,,,,,,,,,,,
日文一上,李欣倫,111-1,72.97,,,,,,,,,,,,,,,,,,,,,,,
日文一上,黃佳齡,111-1,42.86,,,,,,,,,,,,,,,,,,,,,,,
日文一上,柯惠真,111-1,23.08,,,,,,,,,,,,,,,,,,,,,,,
日文一上,賴建樺,111-1,41.38,,,,,,,,,,,,,,,,,,,,,,,
日文一上,彭誼芝,111-1,,,,,,,,,,,8.33,,,,,,,,,,,,,
日文一上,江佩璇,111-1,,,,,,,,,,,,,,,,,16.67,,,,,,,
日文一上,曾寶儀,111-1,70,,,,,,,,,,,,,,,,,,,,,,,
日文一上,守時愛里,111-1,38.46,,,,,,,,,,,,,,,,,,,,,,,
日文一上,池田晶子,111-1,,,,,,,,10,,,,,,,,,,,,,,,,
日文一上,李欣倫,111-1,54.55,,,,,,,,,,,,,,,,,,,,,,,
日文三上,詹兆雯,111-1,,,,,15.69,,,,,,,,,,,,,,,,,,,
日文上,洪瑟君,111-1,15.38,,,,,,,,,,,,,,,,,,,,,,,
日文二上,池田晶子,111-1,,,,,,,,13.04,,,,,,,,,,,,,,,,
日文二上,黃佳鈴,111-1,40.54,24.32,,,,,,,,,,,,,,,,,,,,,,
日文二上,張鈞竹,111-1,25.93,,,,,,,,,,,,,,,,,,,,,,,
昆蟲與人生,楊恩誠,111-1,29.18,,,,,,,,,,,,,,,,,,,,,,,
星星月亮太陽－天文漫談,橋本康弘,111-1,51.72,,,,,,,,,,,,,,,,,,,,,,,
普通化學丙,周必泰,111-1,12.99,,,,,,,,,,,,,,,,,,,,,,,
普通化學丙,周必泰,111-1,,,,,,,,,,,,,,6.49,,,,,,,,,,
普通化學丙,姜昌明,111-1,49.15,,,,,,,,,,,,,,,,,,,,,,,
普通化學丙,周必泰,111-1,,,,,,,,,,,,,,,,,,,,,,,15.58,5.84
普通化學實驗,姜昌明,111-1,18.18,81.82,,,,,,,,,,,,,,,,,,,,,,
普通化學實驗,佘瑞琳（助教：劉彥成）,111-1,7.46,,,,,,,,,,,,,,,,,,,,,,,
普通化學實驗,佘瑞琳（助教：劉彥成）,111-1,4.62,24.62,,,,,,,,,,,,,,,,,,,,,,
普通化學實驗,彭之皓,111-1,7.79,,,,,,,,,,,,,,,,,,,,,,,
普通化學實驗,林至闓,111-1,10.81,27.03,,,,,,,,,,,,,,,,,,,,,,
普通化學實驗,佘瑞琳,111-1,7.46,26.87,,,,,,,,,,,,,,,,,,,,,,
普通化學實驗,周必泰,111-1,14.06,,,,,,,,,,,,,,,,,,,,,,,
普通化學實驗上,林至闓,111-1,10.17,42.37,,,,,,,,,,,,,,,,,,,,,,
普通化學實驗上,林至闓,111-1,,,,,30.51,,,,,,,,,,,,,,,,,,,
普通化學甲上,林至闓,111-1,24.07,18.52,,,,,,,,,,,,,,,,,,,,,,
普通化學甲上,李弘文,111-1,20.41,,,,,,,,,,,,,,,,,,,,,,,
普通化學甲上,李弘文,111-1,20.41,9.18,,,,,,,,,,,,,,,,,,,,,,
普通心理學,羅達中,111-1,,,,,,,,,,,6.02,,,,,,,,,,,,,
普通心理學,鄧善娟,111-1,56.07,,,,,,,,,,,,,,,,,,,,,,,
普通心理學,陳品豪,111-1,37.04,,,,,,,,,,,,,,,,,,,,,,,
普通心理學,周泰立,111-1,,,,,,,,,,,,,,,,,8.76,,,,,,,
普通心理學,周珮雯,111-1,59.06,,,,,,,,,,,,,,,,,,,,,,,
普通心理學,羅達中,111-1,45.78,,,,,,,,,,,,,,,,,,,,,,,
普通心理學,葉俊毅,111-1,,,,,17.61,,,,,,,,,,,,,,,,,,,
普通心理學,葉俊毅,111-1,33.52,,,,,,,,,,,,,,,,,,,,,,,
普通心理學,周珮雯,111-1,47.3,28.38,,,,,,,,,,,,,,,,,,,,,,
普通心理學,周泰立,111-1,9.49,,,,,,,,,,,,,,,,,,,,,,,
普通心理學,周泰立,111-1,,,,,,,,,,,12.41,,,,,,,,,,,,,
普通心理學,周泰立,111-1,9.49,13.87,,,,,,,,,,,,,,,,,,,,,,
普通物理學乙,董成淵,111-1,,,,,7.81,,,,,,,,,,,,,,,,,,,
普通物理學乙,謝馬利歐,111-1,16.67,,,,,,,,,,,,,,,,,,,,,,,
普通物理學實驗,郭光宇,111-1,45.45,,,,,,,,,,,,,,,,,,,,,,,
普通物理學實驗一,陳銘堯,111-1,,,,,,,,,,,7.55,,,,,,,,,,,,,
普通物理學實驗一,張寶棣,111-1,55.56,,,,,,,,,,,,,,,,,,,,,,,
普通物理學實驗一,許長仁,111-1,20,36.36,,,,,,,,,,,,,,,,,,,,,,
普通物理學甲上,陳銘堯,111-1,,,,,8.93,,,,,,,,,,,,,,,,,,,
普通物理學甲上,楊超強,111-1,,,,,,,,,,,,,,,,,6,,,,,,,
普通物理學甲上,邱雅萍,111-1,16.97,20.61,,,,,,,,,,,,,,,,,,,,,,
普通物理學甲上,王立民,111-1,30.43,,,,,,,,,,,,,,,,,,,,,,,
普通物理學甲上,石明豐,111-1,27.1,14.84,,,,,,,,,,,,,,,,,,,,,,
普通物理學甲上,胡德邦,111-1,33.77,,,,,,,,,,,,,,,,,,,,,,,
普通物理學甲上,王立民,111-1,30.43,7.25,,,,,,,,,,,,,,,,,,,,,,
普通生物學乙,閔明源,111-1,7.89,13.16,,,,,,,,,,,,,,,,,,,,,,
普通生物學乙上,朱家瑩,111-1,44.26,18.85,,,,,,,,,,,,,,,,,,,,,,
普通生物學乙上,朱家瑩,111-1,44.26,,,,,,,,,,,,,,,,,,,,,,,
普通生物學實驗丙,閔明源,111-1,11.43,,,,,,,,,,,,,,,,,,,,,,,
智慧型汽車導論,林忠緯,111-1,37.08,,,,,,,,,,,,,,,,,,,,,,,
智慧型汽車導論,林忠緯,111-1,62.92,,,,,,,,,,,,,,,,,,,,,,,
智慧財產權法導論,李素華,111-1,18.78,,,,,,,,,,,,,,,,,,,,,,,
智慧財產權法導論,李素華,111-1,43.75,,,,,,,,,,,,,,,,,,,,,,,
智慧醫療程式設計,陳尚澤,111-1,45.83,,,,,,,,,,,,,,,,,,,,,,,
暑期實習,王翰聰,111-1,,,,,18.42,,,,,,,,,,,,,,,,,,,
暑期野外地質,羅立,111-1,,,,,,,,,,,20,,,,,,,,,,,,,
會計學一上,廖芝嫻,111-1,43.55,,,,,,,,,,,,,,,,,,,,,,,
會計學原理上,林嬋娟,111-1,18.89,,,,,,,,,,,,,,,,,,,,,,,
會計學原理上,劉順仁,111-1,30.77,,,,,,,,,,,,,,,,,,,,,,,
會計學原理上,劉順仁,111-1,33.33,,,,,,,,,,,,,,,,,,,,,,,
會計學原理上,林嬋娟,111-1,,,,,16.67,,,,,,,,,,,,,,,,,,,
會計學甲一上,高偉娟,111-1,,,,,,,,7.61,,,,,,,,,,,,,,,,
會計學甲一上,高偉娟,111-1,27.42,,,,,,,,,,,,,,,,,,,,,,,
會計學甲一上,陳坤志,111-1,26.19,28.57,,,,,,,,,,,,,,,,,,,,,,
會計審計法規,陳慶財,111-1,78.69,,,,,,,,,,,,,,,,,,,,,,,
會計專業入門,劉順仁,111-1,48.44,20.31,,,,,,,,,,,,,,,,,,,,,,
月經:理論、思潮與行動,黃韻如,111-1,61.27,,,,,,,,,,,,,,,,,,,,,,,
有機化學乙上,梁文傑,111-1,,,,,,,,,,,,,,,,,,,,,,,,7.56
有機化學乙上,詹益慈,111-1,0,,,,,,,,,,,,,,,,,,,,,,,81.45
有限元素法,葉仲基,111-1,22.22,,,,,,,,,,,,,,,,,,,,,,,
朝鮮王朝的建立與發展,姜智恩,111-1,12.98,,,,,,,,,,,,,,,,,,,,,,,
朝鮮王朝的建立與發展,姜智恩,111-1,,,,,14.5,,,,,,,,,,,,,,,,,,,
朝鮮王朝的建立與發展,姜智恩,111-1,,,,,,,,9.16,,,,,,,,,,,,,,,,
期貨與選擇權,洪志清,111-1,29.89,,,,,,,,,,,,,,,,,,,,,,,
材料科學導論一,林招松.蔡劭璞,111-1,28.57,,,,,,,,,,,,,,,,,,,,,,,
東坡詞,劉少雄,111-1,15.91,,,,,,,,,,,,,,,,,,,,,,,
柔道初級,黃國恩,111-1,17.14,,,,,,,,,,,,,,,,,,,,,,,
桌球初級,陳逸杰,111-1,91.23,8.77,,,,,,,,,,,,,,,,,,,,,,
桌球初級,陳逸杰,111-1,85.71,,,,,,,,,,,,,,,,,,,,,,,
桌球初級,林信甫,111-1,32.65,67.35,,,,,,,,,,,,,,,,,,,,,,
桌球初級,王翊澤,111-1,91.38,,,,,,,,,,,,,,,,,,,,,,,
桌球初級,魏均珩,111-1,86.49,,,,,,,,,,,,,,,,,,,,,,,
森林生物多樣性概論,丁宗蘇,111-1,,,,,17.65,,,,,,,,,,,,,,,,,,,
森林碳匯與碳權交易,邱祈榮,111-1,14.29,28.57,,,57.14,,,,,,,,,,,,,,,,,,,
森林醫學點線面,蘇大成,111-1,82.91,,,,,,,,,,,,,,,,,,,,,,,
樹木學及實習,王立志,111-1,,,,,,,,,,,,,,,,,,,,,,,,50
橄欖球,莊國禎,111-1,37.78,44.44,,,,,,,,,,,,,,,,,,,,,,
機動學,蘇偉儁,111-1,17.54,19.3,,,,,,,,,,,,,,,,,,,,,,
機動學,徐冠倫,111-1,35.71,,,,,,,,,,,,,,,,,,,,,,,
機率論一,林偉傑,111-1,65.22,,,,,,,,,,,,,,,,,,,,,,,
機電整合與系統設計-機電整合(四),吳筱梅,111-1,50,,,,,,,,,,,,,,,,,,,,,,,
檢驗醫學上,周文堅,111-1,39.04,39.73,,,,,,,,,,,,,,,,,,,,,,
歐陽修文,方介,111-1,5.56,22.22,,,,,,,,,,,,,,,,,,,,,,
歷史上的中國與周邊世界,傅揚,111-1,,25,,,,,,,,,,,,,,,,,,,,,,
歷史上的中國與周邊世界,傅揚,111-1,27.63,,,,,,,,,,,,,,,,,,,,,,,
歷史學與現代社會,韓承樺,111-1,,,,,26.51,,,,,,,,,,,,,,,,,,,
毒道之處~看不見的危機!,姜至剛,111-1,33.91,,,,,,,,,,,,,,,,,,,,,,,
毒道之處～看不見的危機!,姜至剛,111-1,,,,,13.79,,,,,,,,,,,,,,,,,,,
比較政府一,蘇翊豪,111-1,,,,,,,,,,,,,,,,,,,,,,,4.44,
比較政府一,蘇翊豪,111-1,18.89,,,,,,,,,,,,,,,,,,,,,,,
比較政府一,蘇翊豪,111-1,,,,,17.22,,,,,,,,,,,,,,,,,,,
民法債編各論,吳從周,111-1,16.13,27.42,,,,,,,,,,,,,,,,,,,,,,
民法債編各論,張譯文,111-1,12.64,,,,,,,,,,,,,,,,,,,,,,,
民法債編總論二,顏佑紘,111-1,15.62,29.17,,,,,,,,,,,,,,,,,,,,,,
民法債編總論二,顏佑紘,111-1,,,,,,,,,,,,,,5.21,,,,,,,,,,
民法概要,林聰賢,111-1,86.72,,,,,,,,,,,,,,,,,,,,,,,
民法概要乙,洪瑞燦,111-1,21.9,,,,,,,,,,,,,,,,,,,,,,,
民法概要乙,楊舒嵐,111-1,28.57,,,,,,,,,,,,,,,,,,,,,,,
民法概要乙,洪瑞燦,111-1,,21.9,,,,,,,,,,,,,,,,,,,,,,
民法概要乙,楊舒嵐,111-1,28.57,20.5,,,,,,,,,,,,,,,,,,,,,,
民法物權,黃詩淳,111-1,,,,,,,,,,,,,,,,,,,,,,,1.44,2.88
民法物權,黃詩淳,111-1,,,,,27.34,,,,,,,,,,,,,,,,,,,
民法總則,陳自強,111-1,24.75,,,,,,,,,,,,,,,,,,,,,,,
民法總則,陳聰富,111-1,,,,,,,,,,,,,,,,,,,,,,,15.86,4.14
民法總則,陳聰富,111-1,11.03,,,,,,,,,,,,,,,,,,,,,,,
民法總則,陳聰富,111-1,11.03,11.72,,,,,,,,,,,,,,,,,,,,,,
民法身分法,陳韻如,111-1,63,,,,,,,,,,,,,,,,,,,,,,,
民眾基本救護,陳石池,111-1,15.52,,,,,,,,,,,,,,,,,,,,,,,
民眾基本救護,陳石池,111-1,15.52,48.28,,,,,,,,,,,,,,,,,,,,,,
水生生物學,王永松,111-1,0,45.65,,,,,,,,,,,,,,,,,,,,,,
水生生物生理學,王永松,111-1,21.71,13.04,,,,,,,,,,,,,,,,,,,,,,
水產養殖技術,韓玉山,111-1,23.81,59.52,,,,,,,,,,,,,,,,,,,,,,
沈積地層學概論,張日新,111-1,22.22,,,,,,,,,,,,,,,,,,,,,,,
法律經濟學概論,陳恭平,111-1,29.63,,,,,,,,,,,,,,,,,,,,,,,
